0.90	-32.79	37.32	0.01	
0.90	-32.25	41.72	0.01	
0.90	-31.80	37.84	0.01	
0.90	-31.29	32.23	0.01	
0.90	-30.87	25.81	0.01	
0.90	-30.49	27.96	0.01	
0.90	-30.14	28.78	0.01	
0.90	-29.81	32.72	0.01	
0.90	-29.40	31.78	0.01	
0.90	-28.94	31.15	0.01	
0.90	-28.53	27.22	0.01	
0.90	-28.11	22.58	0.01	
0.90	-27.82	21.30	0.01	
0.90	-27.53	20.70	0.01	
0.90	-27.22	25.51	0.01	
0.90	-26.89	32.52	0.01	
0.90	-26.51	39.74	0.01	
0.90	-26.26	38.30	0.01	
0.90	-25.80	36.66	0.01	
0.90	-25.28	30.86	0.01	
0.90	-24.85	31.43	0.01	
0.90	-24.33	41.17	0.01	
0.90	-24.16	39.33	0.01	
0.90	-23.76	38.08	0.01	
0.90	-23.28	40.85	0.01	
0.90	-22.78	41.03	0.01	
0.90	-22.23	40.53	0.01	
0.90	-21.73	40.38	0.01	
0.90	-21.22	41.25	0.01	
0.90	-20.65	40.99	0.01	
0.90	-20.10	36.31	0.01	
0.90	-19.58	31.60	0.01	
0.90	-19.19	28.96	0.01	
0.90	-18.83	29.07	0.01	
0.90	-18.42	27.50	0.01	
0.90	-18.05	25.73	0.01	
0.90	-17.63	22.62	0.01	
0.90	-17.25	23.34	0.01	
0.90	-16.91	25.32	0.01	
0.90	-16.68	29.97	0.01	
0.90	-16.29	30.51	0.01	
0.90	-15.90	28.11	0.01	
0.90	-15.58	25.61	0.01	
0.90	-15.31	21.46	0.01	

0.90	-14.97	16.69	0.01	
0.90	-14.58	19.29	0.01	
0.90	-14.00	30.76	0.01	
0.90	-13.74	19.95	0.01	
0.90	-13.45	19.22	0.01	
0.90	-13.41	14.55	0.01	
0.90	-13.23	14.55	0.01	
0.90	-13.05	16.18	0.01	

0.90	-12.82	19.75	0.01	
0.90	-12.72	16.06	0.01	
0.90	-12.62	15.17	0.01	
0.90	-12.37	18.98	0.01	
0.90	-12.13	18.70	0.01	
0.90	-11.97	17.64	0.01	
0.90	-11.75	15.16	0.01	
0.90	-11.58	18.10	0.01	
0.90	-11.25	23.06	0.01	

0.90	-10.91	27.94	0.01	
0.90	-10.58	25.03	0.01	
0.90	-10.47	22.37	0.01	
0.90	-10.20	20.41	0.01	
0.90	-9.82	24.76	0.01	
0.90	-9.35	38.33	0.01	
0.90	-8.78	34.28	0.01	
0.90	-8.42	35.61	0.01	
0.90	-8.12	32.47	0.01	

0.90	-7.86	20.14	0.01	
0.90	-7.58	14.29	0.01	
0.90	-7.31	12.24	0.01	
0.90	-6.95	17.77	0.01	
0.90	-6.88	25.06	0.01	
0.90	-6.95	14.82	0.01	
0.90	-6.78	11.20	0.01	
0.90	-6.50	16.62	0.01	

0.90	-6.19	17.66	0.01	
0.90	-5.98	23.61	0.01	
0.90	-5.74	26.02	0.01	
0.90	-5.26	29.20	0.01	
0.90	-4.94	32.66	0.01	
0.90	-4.50	39.23	0.01	
0.90	-3.95	37.27	0.01	
0.90	-3.61	41.01	0.01	
0.90	-3.58	27.53	0.01	

0.90	-3.39	19.30	0.01	
0.90	-3.24	16.24	0.01	
0.90	-3.13	13.43	0.01	
0.90	-2.97	15.37	0.01	
0.90	-2.86	20.81	0.01	
0.90	-2.76	21.79	0.01	
0.90	-2.50	24.31	0.01	
0.90	-2.21	19.93	0.01	
0.90	-1.96	19.44	0.01	

0.90	-1.79	19.57	0.01	
0.90	-1.55	20.87	0.01	
0.90	-1.25	24.80	0.01	
0.90	-0.89	28.73	0.01	
0.90	-0.58	25.98	0.01	
0.90	-0.26	22.95	0.01	
0.90	0.04	23.92	0.01	
0.90	0.35	30.74	0.01	

0.90	0.73	35.43	0.01	
0.90	1.01	36.59	0.01	
0.90	1.38	31.67	0.01	
0.90	1.71	24.47	0.01	
0.90	1.95	17.94	0.01	
0.90	2.16	14.82	0.01	
0.90	2.38	14.39	0.01	
0.90	2.56	13.10	0.01	
0.90	2.74	11.62	0.01	

0.90	2.92	10.90	0.01	
0.90	3.06	13.29	0.01	
0.90	3.18	17.09	0.01	
0.90	3.41	10.68	0.01	
0.90	3.47	3.89	0.01	
0.90	3.45	6.20	0.01	
0.90	3.58	9.10	0.01	
0.90	3.71	13.07	0.01	
0.90	3.94	14.52	0.01	

0.90	4.12	14.48	0.01	
0.90	4.34	16.23	0.01	
0.90	4.55	20.02	0.01	
0.90	4.74	19.20	0.01	
0.90	4.91	11.50	0.01	
0.90	5.04	7.75	0.01	
0.90	5.22	3.38	0.01	
0.90	5.29	3.94	0.01	

0.90	5.34	13.62	0.01	
0.90	5.53	25.28	0.01	
0.90	5.87	30.18	0.01	
0.90	6.35	9.21	0.01	
0.90	6.35	8.08	0.01	
0.90	6.41	11.36	0.01	
0.90	6.49	6.62	0.01	
0.90	6.61	0.27	0.01	
0.90	6.71	1.77	0.01	

0.90	6.80	7.12	0.01	
0.90	6.96	18.79	0.01	
0.90	6.97	17.10	0.01	
0.90	7.20	19.31	0.01	
0.90	7.42	21.95	0.01	
0.90	7.61	20.13	0.01	
0.90	7.82	18.36	0.01	
0.90	8.02	24.14	0.01	
0.90	8.28	30.16	0.01	

0.90	8.49	30.82	0.01	
0.90	8.90	24.19	0.01	
0.90	9.15	23.96	0.01	
0.90	9.47	15.46	0.01	
0.90	9.73	7.26	0.01	
0.90	9.91	3.53	0.01	
0.90	10.09	5.76	0.01	
0.90	10.13	8.98	0.01	
0.90	10.24	18.67	0.01	

0.90	10.39	14.34	0.01	
0.90	10.54	4.55	0.01	
0.90	10.63	1.00	0.01	
0.90	10.66	-0.32	0.01	
0.90	10.64	-1.16	0.01	
0.90	10.62	-0.68	0.01	
0.90	10.61	0.53	0.01	
0.90	10.56	9.75	0.01	
0.90	10.54	5.01	0.01	

0.90	10.47	15.25	0.01	
0.90	10.50	36.46	0.01	
0.90	10.98	34.35	0.01	
0.90	11.25	31.82	0.01	
0.90	11.56	30.89	0.01	
0.90	11.97	30.12	0.01	
0.90	12.33	33.51	0.01	
0.90	12.81	38.09	0.01	

0.90	13.09	41.09	0.01	
0.90	13.59	46.42	0.01	
0.90	13.93	30.44	0.01	
0.90	14.22	31.72	0.01	
0.90	14.63	29.60	0.01	
0.90	15.01	26.70	0.01	
0.90	15.43	20.34	0.01	
0.90	15.72	21.89	0.01	
0.90	15.99	23.86	0.01	

0.90	16.21	28.45	0.01	
0.90	16.51	24.43	0.01	
0.90	16.73	19.75	0.01	
0.90	17.02	12.76	0.01	
0.90	17.29	8.74	0.01	
0.90	17.45	7.70	0.01	
0.90	17.58	5.76	0.01	
0.90	17.62	7.83	0.01	
0.90	17.73	15.82	0.01	

0.90	17.89	14.60	0.01	
0.90	17.95	19.08	0.01	
0.90	18.18	35.39	0.01	
0.90	18.69	26.09	0.01	
0.90	18.91	25.30	0.01	
0.90	19.21	23.78	0.01	
0.90	19.48	23.32	0.01	
0.90	19.81	20.87	0.01	

0.90	20.13	17.85	0.01	
0.90	20.35	15.27	0.01	
0.90	20.51	17.80	0.01	
0.90	20.67	20.17	0.01	
0.90	20.88	23.88	0.01	
0.90	21.15	27.33	0.01	
0.90	21.59	33.36	0.01	
0.90	21.89	18.74	0.01	
0.90	22.07	26.11	0.01	

0.90	22.36	23.10	0.01	
0.90	22.63	21.68	0.01	
0.90	22.89	19.48	0.01	
0.90	23.18	18.97	0.01	
0.90	23.44	17.32	0.01	
0.90	23.62	17.76	0.01	
0.90	23.78	20.22	0.01	
0.90	24.01	20.41	0.01	
0.90	24.22	20.09	0.01	

0.90	24.46	19.18	0.01	
0.90	24.63	22.75	0.01	
0.90	25.00	20.76	0.01	
0.90	25.18	30.05	0.01	
0.90	25.44	31.30	0.01	
0.90	25.68	30.50	0.01	
0.90	26.06	27.35	0.01	
0.90	26.36	25.56	0.01	

0.90	26.69	23.83	0.01	
0.90	26.96	22.79	0.01	
0.90	27.23	25.97	0.01	
0.90	27.51	29.58	0.01	
0.90	27.88	31.04	0.01	
0.90	28.27	27.84	0.01	
0.90	28.64	23.30	0.01	
0.90	28.92	21.17	0.01	
0.90	29.08	19.37	0.01	

0.90	29.29	17.09	0.01	
0.90	29.65	22.80	0.01	
0.90	29.97	22.06	0.01	
0.90	30.32	17.96	0.01	
0.90	30.55	13.92	0.01	
0.90	30.72	12.25	0.01	
0.90	30.84	12.58	0.01	
0.90	30.99	12.49	0.01	
0.90	31.11	12.74	0.01	

0.90	31.23	12.89	0.01	
0.90	31.38	13.05	0.01	
0.90	31.50	14.03	0.01	
0.90	31.62	15.12	0.01	
0.90	31.73	15.50	0.01	
0.90	31.85	16.29	0.01	
0.90	32.01	15.07	0.01	
0.90	32.25	15.84	0.01	

0.90	32.33	11.34	0.01	
0.90	32.26	8.06	0.01	
0.90	32.61	17.99	0.01	
0.90	32.82	18.12	0.01	
0.90	33.07	17.82	0.01	
0.90	33.30	14.26	0.01	
0.90	33.36	15.25	0.01	
0.90	33.55	13.62	0.01	
0.90	33.75	11.13	0.01	

0.90	33.88	12.36	0.01	
0.90	34.00	15.71	0.01	
0.90	34.27	13.69	0.01	
0.90	34.45	8.60	0.01	
0.90	34.59	16.34	0.01	
0.90	34.78	10.02	0.01	
0.90	34.94	7.80	0.01	







0.90	34.77	-38.88	0.01	
0.90	34.20	-36.03	0.01	
0.90	33.74	-33.06	0.01	
0.90	33.30	-35.14	0.01	
0.90	32.82	-39.54	0.01	
0.90	32.18	-44.29	0.01	
0.90	31.65	-48.00	0.01	
0.90	31.14	-53.91	0.01	

0.90	30.53	-59.83	0.01	
0.90	29.65	-53.28	0.01	
0.90	29.03	-62.64	0.01	
0.90	28.21	-56.20	0.01	
0.90	27.61	-47.24	0.01	
0.90	27.12	-41.53	0.01	
0.90	26.58	-43.70	0.01	
0.90	26.07	-40.66	0.01	
0.90	25.51	-34.01	0.01	

0.90	25.13	-26.69	0.01	
0.90	24.74	-32.71	0.01	
0.90	24.23	-30.36	0.01	
0.90	23.86	-29.69	0.01	
0.90	23.43	-28.16	0.01	
0.90	23.07	-33.38	0.01	
0.90	22.76	-38.49	0.01	
0.90	22.41	-40.93	0.01	

0.90	22.12	-31.46	0.01	
0.90	21.81	-28.41	0.01	
0.90	21.54	-21.28	0.01	
0.90	21.27	-34.51	0.01	
0.90	20.89	-40.44	0.01	
0.90	20.47	-44.52	0.01	
0.90	20.00	-38.94	0.01	
0.90	19.65	-36.98	0.01	
0.90	19.32	-25.56	0.01	

0.90	19.06	-26.36	0.01	
0.90	18.78	-21.14	0.01	
0.90	18.45	-17.00	0.01	
0.90	18.15	-15.08	0.01	
0.90	17.85	-21.18	0.01	
0.90	17.51	-29.25	0.01	
0.90	17.07	-46.69	0.01	
0.90	16.42	-55.63	0.01	
0.90	15.90	-50.11	0.01	

0.90	15.51	-51.04	0.01	
0.90	14.98	-40.89	0.01	
0.90	14.68	-30.16	0.01	
0.90	14.49	-17.44	0.01	
0.90	14.29	-6.20	0.01	
0.90	14.03	-4.59	0.01	
0.90	13.66	-16.38	0.01	
0.90	13.39	-48.71	0.01	

0.90	12.71	-77.87	0.01	
0.90	11.75	-80.68	0.01	
0.90	11.17	-64.75	0.01	
0.90	10.59	-49.43	0.01	
0.90	10.41	-20.21	0.01	
0.90	10.35	6.67	0.01	
0.90	10.46	24.04	0.01	
0.90	10.80	32.92	0.01	
0.90	10.91	15.83	0.01	

0.90	10.61	-14.21	0.01	
0.90	10.19	-41.93	0.01	
0.90	9.63	-59.02	0.01	
0.90	9.03	-51.86	0.01	
0.90	8.76	-22.06	0.01	
0.90	8.70	1.11	0.01	
0.90	8.95	14.26	0.01	
0.90	9.15	23.89	0.01	
0.90	9.21	21.55	0.01	

0.90	8.97	-2.88	0.01	
0.90	8.69	-36.72	0.01	
0.90	8.09	-50.48	0.01	
0.90	7.68	-37.31	0.01	
0.90	7.40	-28.95	0.01	
0.90	7.21	-12.65	0.01	
0.90	7.19	1.91	0.01	
0.90	7.30	11.87	0.01	

0.90	7.56	18.30	0.01	
0.90	7.50	11.08	0.01	
0.90	7.26	-20.74	0.01	
0.90	6.83	-52.98	0.01	
0.90	6.22	-60.71	0.01	
0.90	5.75	-51.06	0.01	
0.90	5.68	-18.68	0.01	
0.90	5.70	-7.30	0.01	
0.90	5.69	8.92	0.01	

0.90	6.03	17.51	0.01	
0.90	6.12	34.60	0.01	
0.90	6.04	-6.14	0.01	
0.90	5.45	-17.24	0.01	
0.90	5.14	-76.01	0.01	
0.90	4.37	-94.71	0.01	
0.90	3.32	-42.45	0.01	
0.90	3.19	-27.01	0.01	
0.90	3.12	-11.42	0.01	

0.90	3.20	10.51	0.01	
0.90	3.53	20.72	0.01	
0.90	3.82	20.19	0.01	
0.90	3.94	15.72	0.01	
0.90	3.87	-21.82	0.01	
0.90	3.52	2.30	0.01	
0.90	3.73	-18.31	0.01	
0.90	3.68	-16.95	0.01	

0.90	3.41	-5.01	0.01	
0.90	3.32	-8.21	0.01	
0.90	3.23	-5.84	0.01	
0.90	2.93	-10.83	0.01	
0.90	2.72	-24.12	0.01	
0.90	2.59	-32.79	0.01	
0.90	2.27	-36.07	0.01	
0.90	1.86	-38.17	0.01	
0.90	1.40	-38.80	0.01	

0.90	0.89	-43.14	0.01	
0.90	0.38	-48.45	0.01	
0.90	-0.17	-53.20	0.01	
0.90	-0.79	-55.10	0.01	
0.90	-1.43	-50.62	0.01	
0.90	-2.17	-47.78	0.01	
0.90	-2.78	-50.67	0.01	
0.90	-3.35	-63.06	0.01	
0.90	-4.07	-75.30	0.01	

0.90	-4.86	-70.25	0.01	
0.90	-5.68	-60.55	0.01	
0.90	-6.37	-56.08	0.01	
0.90	-7.05	-52.01	0.01	
0.90	-7.80	-45.19	0.01	
0.90	-8.40	-34.89	0.01	
0.90	-8.98	-33.68	0.01	
0.90	-9.51	-32.69	0.01	

0.90	-9.90	-32.20	0.01	
0.90	-10.28	-30.44	0.01	
0.90	-10.63	-21.98	0.01	
0.90	-10.79	-8.07	0.01	
0.90	-10.80	13.63	0.01	
0.90	-10.55	43.47	0.01	
0.90	-10.00	48.61	0.01	
0.90	-8.86	63.47	0.01	
0.90	-8.35	68.78	0.01	

0.90	-7.97	60.95	0.01	
0.90	-7.38	60.98	0.01	
0.90	-6.85	59.21	0.01	
0.90	-6.07	69.77	0.01	
0.90	-5.41	68.68	0.01	
0.90	-4.41	65.34	0.01	
0.90	-3.58	60.98	0.01	
0.90	-2.89	65.87	0.01	
0.90	-2.14	67.06	0.01	

0.90	-1.27	62.96	0.01	
0.90	-0.38	53.97	0.01	
0.90	0.48	47.60	0.01	
0.90	1.31	43.61	0.01	
0.90	2.13	49.71	0.01	
0.90	2.80	62.67	0.01	
0.90	3.65	22.71	0.01	
0.90	3.60	51.78	0.01	

0.90	4.04	50.34	0.01	
0.90	4.66	27.17	0.01	
0.90	5.11	30.06	0.01	
0.90	5.65	42.94	0.01	
0.90	6.50	37.35	0.01	
0.90	7.09	72.64	0.01	
0.90	8.02	111.90	0.01	
0.90	9.42	123.74	0.01	
0.90	10.60	107.04	0.01	

0.90	11.58	71.58	0.01	
0.90	12.42	54.10	0.01	
0.90	13.07	51.89	0.01	
0.90	13.75	54.30	0.01	
0.90	14.45	57.26	0.01	
0.90	15.29	54.63	0.01	
0.90	15.87	66.52	0.01	
0.90	16.61	68.00	0.01	
0.90	17.05	57.36	0.01	

0.90	17.82	64.25	0.01	
0.90	18.70	72.67	0.01	
0.90	19.24	73.55	0.01	
0.90	20.05	73.53	0.01	
0.90	20.60	70.84	0.01	
0.90	21.28	53.72	0.01	
0.90	21.94	60.68	0.01	
0.90	22.57	46.56	0.01	
0.90	23.34	62.39	0.01	

0.90	23.93	46.76	0.01	
0.90	24.55	44.12	0.01	
0.90	25.15	38.37	0.01	
0.90	25.70	24.32	0.01	
0.90	26.04	21.21	0.01	
0.90	26.36	13.89	0.01	
0.90	26.59	6.40	0.01	
0.90	26.78	-2.34	0.01	

0.90	26.88	-16.51	0.01	
0.90	26.82	-37.69	0.01	
0.90	26.44	-55.65	0.01	
0.90	26.00	-54.89	0.01	
0.90	25.46	-48.99	0.01	
0.90	24.86	-45.70	0.01	
0.90	24.23	-43.40	0.01	
0.90	23.54	-44.79	0.01	
0.90	22.93	-44.30	0.01	

0.90	22.37	-43.36	0.01	
0.90	21.85	-48.95	0.01	
0.90	21.39	-55.00	0.01	
0.90	20.83	-56.86	0.01	
0.90	20.19	-49.29	0.01	
0.90	19.65	-41.03	0.01	
0.90	19.08	-36.10	0.01	
0.90	18.29	-41.60	0.01	
0.90	17.68	-38.00	0.01	

0.90	17.15	-45.40	0.01	
0.90	16.56	-47.51	0.01	
0.90	15.98	-44.10	0.01	
0.90	15.52	-28.59	0.01	
0.90	15.07	-30.22	0.01	
0.90	14.63	-27.48	0.01	
0.90	14.30	-30.12	0.01	
0.90	13.94	-33.22	0.01	
0.90	13.58	-34.31	0.01	

0.90	13.09	-30.03	0.01	
0.90	12.52	-25.55	0.01	
0.90	11.89	-34.48	0.01	
0.90	11.23	-77.99	0.01	
0.90	10.28	-100.36	0.01	
0.90	9.39	-84.44	0.01	
0.90	8.35	-78.99	0.01	
0.90	7.81	-64.33	0.01	

0.90	7.47	-19.17	0.01	
0.90	7.34	-11.34	0.01	
0.90	7.00	-16.73	0.01	
0.90	6.64	-26.83	0.01	
0.90	6.30	-45.52	0.01	
0.90	5.89	-29.87	0.01	
0.90	5.64	-39.31	0.01	
0.90	5.18	-39.91	0.01	
0.90	4.85	-41.25	0.01	

0.90	4.56	-39.28	0.01	
0.90	4.24	-28.47	0.01	
0.90	3.83	-17.26	0.01	
0.90	3.48	-24.29	0.01	
0.90	3.06	-35.55	0.01	
0.90	2.63	-46.17	0.01	
0.90	2.10	-50.23	0.01	
0.90	1.62	-57.13	0.01	
0.90	0.95	-62.39	0.01	

0.90	0.21	-60.00	0.01	
0.90	-0.60	-60.70	0.01	
0.90	-1.22	-62.55	0.01	
0.90	-1.88	-54.58	0.01	
0.90	-2.58	-53.41	0.01	
0.90	-3.21	-61.98	0.01	
0.90	-3.88	-59.98	0.01	
0.90	-4.62	-68.35	0.01	
0.90	-5.35	-59.66	0.01	

0.90	-6.09	-57.05	0.01	
0.90	-6.91	-60.18	0.01	
0.90	-7.61	-54.91	0.01	
0.90	-8.37	-50.47	0.01	
0.90	-8.90	-53.50	0.01	
0.90	-9.71	-58.96	0.01	
0.90	-10.42	-60.91	0.01	
0.90	-11.05	-60.76	0.01	

0.90	-11.63	-52.91	0.01	
0.90	-12.24	-47.27	0.01	
0.90	-12.92	-31.64	0.01	
0.90	-13.51	-28.84	0.01	
0.90	-14.01	-37.09	0.01	
0.90	-14.49	-36.00	0.01	
0.90	-14.77	-35.91	0.01	
0.90	-15.04	-26.02	0.01	
0.90	-15.35	-2.94	0.01	

0.90	-15.49	7.63	0.01	
0.90	-15.67	1.74	0.01	
0.90	-15.80	-1.13	0.01	
0.90	-15.98	-4.20	0.01	
0.90	-16.02	-6.88	0.01	
0.90	-16.13	-10.20	0.01	
0.90	-16.27	-13.98	0.01	
0.90	-16.36	-11.55	0.01	
0.90	-16.44	-8.63	0.01	

0.90	-16.61	-16.27	0.01	
0.90	-16.81	-25.62	0.01	
0.90	-17.11	-33.99	0.01	
0.90	-17.14	-30.68	0.01	
0.90	-17.41	-16.40	0.01	
0.90	-17.69	-8.16	0.01	
0.90	-17.88	-7.54	0.01	
0.90	-17.92	-16.47	0.01	

0.90	-18.02	-14.90	0.01	
0.90	-18.15	-14.22	0.01	
0.90	-18.37	-7.89	0.01	
0.90	-18.46	-9.09	0.01	
0.90	-18.56	-10.81	0.01	
0.90	-18.68	-13.92	0.01	
0.90	-18.76	-17.56	0.01	
0.90	-19.00	-16.03	0.01	
0.90	-19.23	-13.45	0.01	

0.90	-19.44	-9.31	0.01	
0.90	-19.62	-3.04	0.01	
0.90	-19.71	-1.28	0.01	
0.90	-19.64	-6.97	0.01	
0.90	-19.67	-10.77	0.01	
0.90	-19.77	-11.16	0.01	
0.90	-19.88	-12.31	0.01	
0.90	-20.05	-7.01	0.01	
0.90	-20.16	-0.24	0.01	

0.90	-20.19	9.17	0.01	
0.90	-20.21	17.59	0.01	
0.90	-20.22	14.89	0.01	
0.90	-20.11	1.68	0.01	
0.90	-19.97	-7.00	0.01	
0.90	-19.93	-0.96	0.01	
0.90	-19.76	-4.67	0.01	
0.90	-19.67	2.87	0.01	

0.90	-19.59	4.75	0.01	
0.90	-19.47	18.99	0.01	
0.90	-19.21	36.83	0.01	
0.90	-18.86	48.86	0.01	
0.90	-18.41	51.68	0.01	
0.90	-17.87	68.20	0.01	
0.90	-16.84	74.87	0.01	
0.90	-15.56	95.08	0.01	
0.90	-14.42	93.90	0.01	

0.90	-13.39	91.29	0.01	
0.90	-12.67	79.57	0.01	
0.90	-11.78	66.43	0.01	
0.90	-10.99	55.15	0.01	
0.90	-10.21	49.16	0.01	
0.90	-9.50	44.50	0.01	
0.90	-8.81	49.12	0.01	
0.90	-8.06	57.50	0.01	
0.90	-7.53	57.69	0.01	

0.90	-7.05	48.92	0.01	
0.90	-6.48	45.98	0.01	
0.90	-5.94	44.81	0.01	
0.90	-5.38	52.57	0.01	
0.90	-4.62	48.22	0.01	
0.90	-4.13	39.59	0.01	
0.90	-3.69	33.67	0.01	
0.90	-3.13	36.14	0.01	

0.90	-2.56	41.52	0.01	
0.90	-2.02	45.27	0.01	
0.90	-1.58	41.22	0.01	
0.90	-1.12	37.90	0.01	
0.90	-0.61	38.96	0.01	
0.90	-0.09	45.74	0.01	
0.90	0.44	50.03	0.01	
0.90	1.11	58.82	0.01	
0.90	1.67	69.37	0.01	

0.90	2.41	62.72	0.01	
0.90	3.03	45.06	0.01	
0.90	3.60	34.40	0.01	
0.90	4.12	44.17	0.01	
0.90	4.82	36.76	0.01	
